,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
145781,Asia,中国,China,云南省,Yunnan,93,0.0,2,0
145805,Asia,中国,China,天津市,Tianjin,41,0.0,0,0
145817,Asia,中国,China,甘肃省,Gansu,40,0.0,0,0
145837,Asia,中国,China,辽宁省,Liaoning,64,0.0,1,0
145850,Asia,中国,China,广东省,Guangdong,535,0.0,14,0
145871,Asia,中国,China,江苏省,Jiangsu,202,0.0,6,0
145884,Asia,中国,China,安徽省,Anhui,297,0.0,5,0
145910,Asia,中国,China,吉林省,Jilin,17,0.0,1,0
145917,Asia,中国,China,青海省,Qinghai,9,0.0,0,0
145918,Asia,中国,China,海南省,Hainan,62,0.0,1,1
145931,Asia,中国,China,河南省,Henan,422,0.0,3,2
146003,Asia,中国,China,湖北省,Hubei,7153,0.0,168,249
146140,Asia,中国,China,重庆市,Chongqing,247,0.0,3,1
146195,Asia,中国,China,湖南省,Hunan,389,0.0,8,0
146209,Asia,中国,China,浙江省,Zhejiang,599,0.0,21,0
146281,Asia,中国,China,黑龙江省,Heilongjiang,80,0.0,2,2
146314,Asia,中国,China,新疆维吾尔自治区,Xinjiang,18,0.0,0,0
146330,Asia,中国,China,北京市,Beijing,168,0.0,9,1
146609,Asia,中国,China,上海市,Shanghai,169,0.0,10,1
146660,Asia,中国,China,宁夏回族自治区,Ningxia,26,0.0,0,0
146680,Asia,中国,China,山东省,Shandong,206,0.0,3,0
146853,Asia,中国,Hongkong,香港,Hongkong,13,0.0,0,0
146854,Asia,中国,China,四川省,Sichuan,207,0.0,3,1
146978,Asia,中国,China,福建省,Fujian,144,0.0,0,0
146989,Asia,中国,China,内蒙古自治区,Neimenggu,23,0.0,1,0
147053,Asia,中国,China,陕西省,Shaanxi,101,0.0,0,0
147198,Asia,中国,China,江西省,Jiangxi,286,0.0,9,0
147452,Asia,中国,China,广西壮族自治区,Guangxi,100,0.0,2,0
147500,Asia,中国,China,河北省,Hebei,96,0.0,0,1
147678,Asia,中国,China,山西省,Shanxi,47,0.0,1,0
